Benchmark Data,Timeslots,Penalty,Timeslots,After Largest Degree,After Kempe,After Pairswap
car-f-92,32,3.74,29,6.50741082577773,4.059720940333351,4.059720940333351
car-s-91,35,4.42,30,8.525612998522895,5.2322599704579025,5.2322599704579025
kfu-s-93,20,12.69,19,29.022247148999814,12.594877547205085,12.594877547205085
tre-s-92,23,7.75,23,10.175229357798164,6.8119266055045875,6.8119266055045875
yor-f-83,21,34.84,21,38.618490967056324,27.94048884165781,27.94048884165781
